PhraseId,Obs,features
202166,handle rigors filmmaking,2
202167,rigors filmmaking,2
202171,morton usual brilliant,2
202182,given free reign project wrote directed starred produced beyond,2
202187,given free reign,2
202188,free reign,2
202190,wrote directed starred produced beyond,2
202203,movie succumbs nothing formulaic chase dark,2
202221,lacking gravitas,2
202222,gravitas,2
202230,ergo sloppy drama empty vessel,2
202231,ergo sloppy drama,2
202232,ergo,2
202239,yarn respects marvel version without becoming ensnared,2
202240,yarn respects marvel version without becoming,2
202243,respects marvel version,2
202247,without becoming,2
202251,even foreign directors borrow stuff hollywood invariably shake formula make interesting,2
202252,even foreign directors borrow stuff hollywood,2
202255,foreign directors,2
202258,borrow stuff,2
202264,invariably,2
202287,fail perhaps explode,2
202288,fail perhaps,2
202291,level manic whimsy right,2
202301,highlights terrific performances christopher plummer prime villain nathan lane vincent crummles eccentric theater company manager,2
202318,nathan lane vincent crummles eccentric theater company manager,2
202323,crummles,2
202326,theater company manager,2
202327,company manager,2
202329,rather wrestle disbelief ground apply chloroform soaked handkerchief,2
202339,wrestle disbelief,2
202340,wrestle,2
202347,chloroform soaked,2
202348,handkerchief,2
202349,awesome creatures breathtaking scenery epic battle scenes add another spectacular spectacle,2
202350,awesome creatures breathtaking scenery epic battle scenes,2
202357,breathtaking scenery,2
202358,epic battle scenes,2
202367,subject swinging still seems ripe documentary one,2
202368,subject swinging still,2
202374,ripe documentary one,2
202380,conventional standards fairly terrible movie also weirdly fascinating ready made eurotrash cult object,2
202381,conventional standards fairly terrible movie also weirdly fascinating,2
202395,weirdly fascinating,2
202401,eurotrash cult,2
202402,eurotrash,2
202411,movie bus wreck,2
202421,without dark spookiness crystal lake camp horror concept completely loses creepy menace,2
202422,without dark spookiness crystal lake camp,2
202423,dark spookiness crystal lake camp,2
202429,lake camp,2
202435,completely loses creepy menace,2
202440,needless say dramatics follow utter hooey,2
202441,needless say,2
202445,dramatics follow,2
202451,hooey,2
202457,physically spectacular qualities film emotional integrity performances,2
202463,physically spectacular,2
202465,emotional integrity performances,2
202468,though means best work laissez passer distinguished distinctive effort bona fide master fascinating film replete rewards willing make effort reap,2
202469,though means best work,2
202483,distinguished distinctive,2
202492,fascinating film replete rewards willing make effort reap,2
202495,replete rewards willing make effort reap,2
202511,evokes little fear parents possible futures children sometimes bad choices mothers fathers make interests good,2
202512,evokes little fear parents possible futures children sometimes bad choices mothers fathers,2
202513,evokes little fear parents possible futures children sometimes bad choices,2
202514,evokes little,2
202528,futures,2
202533,sometimes bad,2
202534,mothers fathers,2
202552,diversion little else,2
202555,reason found finally unmoved film immaculately produced serious things say comes across rather plainly allegory,2
202556,found finally unmoved film immaculately produced serious things say comes across rather plainly allegory,2
202562,found finally,2
202563,unmoved film immaculately produced,2
202564,unmoved,2
202573,things say,2
202579,comes across rather plainly,2
202581,rather plainly,2
202597,couple good performances,2
202598,movie n quite fly,2
202599,n quite fly,2
202602,kind movie hoping ecks vs sever xxx going,2
202607,ecks vs sever xxx going,2
202616,thoughtful even stinging times lots fun,2
202617,thoughtful even,2
202624,telegraphing obvious simplistic movie,2
202633,roger michell appealing job directing persuasion notting hill england gets artsy american debut,2
202641,directing persuasion notting hill england,2
202642,persuasion notting hill england,2
202643,persuasion notting hill,2
202644,persuasion,2
202656,watstein handily directs edits around screenplay sappier elements sustains hook buildup remarkable assuredness first timer,2
202658,handily directs edits around screenplay sappier elements sustains hook buildup remarkable assuredness first timer,2
202666,edits around screenplay sappier elements,2
202668,around screenplay sappier elements,2
202669,screenplay sappier elements,2
202672,sappier elements,2
202673,sappier,2
202674,sustains hook buildup remarkable assuredness first timer,2
202676,hook buildup remarkable assuredness first timer,2
202677,hook buildup,2
202680,buildup,2
202683,remarkable assuredness,2
202684,assuredness,2
202691,seen heartbreak watched far superior nurse betty sunset boulevard,2
202692,seen heartbreak,2
202698,far superior nurse betty sunset boulevard,2
202703,nurse betty,2
202704,nurse,2
202705,sunset boulevard,2
202706,boulevard,2
202707,thing could possibly make less interesting already get full montied scrappy jovial team,2
202708,thing could possibly make less interesting already,2
202712,make less interesting already,2
202715,interesting already,2
202725,get full montied,2
202726,full montied,2
202727,montied,2
202734,stunning dreamlike visuals impress even viewers little patience euro film pretension,2
202743,even viewers little patience euro film pretension,2
202749,little patience,2
202752,euro film,2
202753,movie directed mick jackson leaves cliche unturned predictable plot characters straight central casting,2
202757,directed mick jackson,2
202764,cliche unturned,2
202773,straight central casting,2
202777,french rather good kind thing unlike americans passion musketeers spoof,2
202782,good kind thing unlike americans passion musketeers spoof,2
202786,unlike americans passion musketeers spoof,2
202787,unlike americans passion musketeers,2
202788,americans passion musketeers,2
202801,good piece work often,2
202809,charming romantic comedy far lightest dogme film among enjoyable,2
202822,dogme film,2
202824,among enjoyable,2
202827,unique tug war viewer expectations undeniable pleasure right,2
202828,unique tug war viewer expectations,2
202840,pleasure right,2
202846,elling really,2
202859,film bathos often overwhelms could multifaceted look interesting time place,2
202860,film bathos,2
202861,often overwhelms could multifaceted look interesting time place,2
202882,old world meets new mesh incarnated movie soundtrack joyful effusion disco bollywood end monsoon wedding sent spirit soaring theater,2
202888,meets new mesh,2
202889,meets new,2
202890,mesh,2
202893,incarnated,2
202898,joyful effusion disco bollywood end monsoon wedding sent spirit soaring theater,2
202901,effusion,2
202904,disco bollywood,2
202905,disco,2
202915,sent spirit,2
202917,soaring theater,2
202921,taking entertainment tonight subject matter giving humor poignancy auto focus becomes gut bustingly funny crushingly depressing,2
202926,taking entertainment tonight,2
202927,entertainment tonight,2
202928,giving humor poignancy,2
202940,gut bustingly,2
202941,crushingly depressing,2
202943,boisterous daft documentary,2
202944,boisterous daft,2
202947,movie far cynical lazy anything fictitious charlie kaufman might object,2
202948,movie far cynical lazy anything fictitious charlie kaufman,2
202949,far cynical lazy anything fictitious charlie kaufman,2
202953,lazy anything fictitious charlie kaufman,2
202958,fictitious,2
202966,ford deserves remembered oscar time crafting wonderful portrait conflicted soldier,2
202973,remembered oscar time,2
202979,wonderful portrait conflicted soldier,2
202985,much feels unfocused underdeveloped,2
202989,unfocused underdeveloped,2
202993,hamfisted romantic comedy makes girl hapless facilitator extended cheap shot across mason dixon line,2
202994,hamfisted romantic comedy makes girl hapless facilitator extended cheap,2
202997,hamfisted,2
203000,makes girl,2
203002,hapless facilitator extended cheap,2
203005,hapless,2
203006,facilitator,2
203013,across mason dixon line,2
203016,mason dixon,2
203017,story less vibrant jokes little lukewarm anyone really care,2
203021,story less vibrant,2
203031,anyone really,2
203033,horror comedy n go usual obvious laughs expense cheap looking monsters unless count elvira hooters,2
203038,go usual obvious laughs expense cheap looking monsters unless count elvira hooters,2
203045,obvious laughs,2
203052,unless count elvira hooters,2
203055,elvira hooters,2
203058,hooters,2
203063,left sensation witnessed great performance perhaps,2
203080,give urge get feet shake,2
203094,shaky plot kaufman script still memorable great one liners,2
203104,memorable great one liners,2
203109,ecologically minded wildlife friendly film teaches good ethics entertaining unconventionally wacky loving family,2
203112,ecologically minded wildlife,2
203113,ecologically,2
203114,minded wildlife,2
203118,friendly film,2
203119,teaches good ethics entertaining unconventionally wacky loving family,2
203120,teaches good ethics,2
203121,good ethics,2
203130,unconventionally,2
203131,loving family,2
203132,emotions raw strike nerve anyone ever family trauma,2
203140,strike nerve,2
203149,trauma,2
203150,fact rookie nearly impeccable cinematic experience wonderful ages triumph besides miracle akin story film portrays,2
203151,fact rookie nearly impeccable cinematic experience wonderful ages triumph besides,2
203160,nearly impeccable,2
203166,ages triumph,2
203172,akin story film portrays,2
203176,film portrays,2
203223,marriage saved,2
203231,cross cultural comedy,2
203240,feels like going great,2
203241,like going great,2
203251,way long time,2
203253,takeoff never happens,2
203256,never happens,2
203257,pleasant enough comedy found summer place,2
203258,pleasant enough comedy found summer,2
203261,enough comedy,2
203267,seldom movie closely matched spirit man work,2
203272,closely matched spirit man work,2
203274,matched spirit man work,2
203275,spirit man work,2
203280,film real appeal wo n clooney fans adventure buffs moviegoers enjoy thinking compelling questions easy answers,2
203281,film real appeal,2
203282,real appeal,2
203289,fans adventure buffs,2
203297,thinking compelling questions easy answers,2
203298,thinking compelling questions,2
203304,new guy heart,2
203309,barely gets ground,2
203318,makes us happy anyway,2
203322,us happy,2
203325,bartleby one joke movie bad joke,2
203338,ironic speculation democracy culture unaccustomed,2
203339,ironic speculation democracy culture,2
203357,stylish ultimately extremely silly,2
203358,stylish ultimately,2
203362,slick piece nonsense nothing,2
203373,class us vs,2
203378,opera leaves heartstring untugged liberal cause unplundered,2
203381,heartstring untugged liberal cause unplundered,2
203385,heartstring,2
203386,untugged,2
203387,liberal cause unplundered,2
203390,unplundered,2
203395,dealing many problems taken seriously,2
203396,dealing many problems,2
203402,writer director mark romanek spotlights underlying caste system america,2
203409,underlying caste system america,2
203412,caste system,2
203413,caste,2
203418,lump throat family entertainment derives power sticking facts,2
203419,lump throat family entertainment,2
203423,derives power,2
203432,essentially exceptionally well written well edited well directed well acted bald rip,2
203435,exceptionally well written well edited well directed well acted bald,2
203436,well written well edited well directed well acted bald,2
203447,gentle blend present day testimonials surviving footage burstein family performing historical archives telling stills,2
203448,gentle blend present day testimonials,2
203453,day testimonials,2
203454,testimonials,2
203462,footage burstein family performing historical archives,2
203467,family performing historical archives,2
203472,historical archives,2
203474,telling stills,2
203478,entertaining moviegoers age,2
203489,enjoyed time favor,2
203504,mesmerizing performances leads keep film grounded keep audience riveted,2
203505,mesmerizing performances leads,2
203514,film grounded,2
203515,keep audience riveted,2
203516,audience riveted,2
203518,good ol urban legend stuff,2
203521,urban legend stuff,2
203522,legend stuff,2
203523,restrained ribisi convinces italian though ever movie needed one actor whiny jags pump among rare ones,2
203534,though ever movie needed one actor whiny jags pump among rare ones,2
203535,ever movie needed one actor whiny jags pump among rare ones,2
203538,ever movie,2
203539,needed one actor whiny jags pump,2
203540,needed one actor whiny jags,2
203541,one actor whiny jags,2
203546,whiny jags,2
203547,jags,2
203560,written michael berg michael j wilson story wilson relentless wise guys time approach tries way hard gets tiring time,2
203563,written michael berg michael j wilson story,2
203564,written michael berg michael j wilson,2
203582,wise guys time,2
203587,tries way,2
203589,gets tiring time,2
203590,tiring time,2
203595,one creepiest scariest movies come along long long time easily rivaling blair witch others,2
203596,one creepiest,2
203605,movies come along long long time,2
203612,easily rivaling blair witch others,2
203613,rivaling blair witch others,2
203614,rivaling,2
203615,blair witch others,2
203626,still love old stuff,2
203627,love old stuff,2
203630,one irritating cartoons see year,2
203631,one irritating cartoons,2
203655,gymnast,2
203656,much fun embellishing misanthropic tale actually engage,2
203659,embellishing misanthropic tale actually engage,2
203660,embellishing misanthropic tale,2
203661,embellishing,2
203673,inside film conflict powered plot,2
203674,film conflict powered plot,2
203675,conflict powered plot,2
203676,conflict powered,2
203697,trimmed minutes lavish three year old production enough grandeur scale satisfy grown escapism,2
203709,three year old production,2
203710,three year old,2
203714,grandeur scale satisfy grown escapism,2
203720,liman swingers go makes big budget action film debut something clunker delivers long low heat chase interrupted middling car chase,2
203731,big budget action film debut something clunker delivers long low heat chase interrupted middling car chase,2
203734,action film debut something,2
203735,film debut something,2
203736,debut something,2
203748,low heat,2
203749,interrupted middling car chase,2
203765,relentless polished,2
203775,school productions,2
203776,even oliver parker movie adaptation,2
203777,oliver parker movie adaptation,2
203781,one lrb herzog rrb least inspired works,2
203782,one lrb herzog rrb least inspired,2
203783,one lrb herzog rrb,2
203788,least inspired,2
203789,situations jokes predictable lowbrow endless pratfalls boys take high heels,2
203807,boys take high heels,2
203809,take high heels,2
203813,merely technical logistical feat russian ark marks cinematic milestone,2
203814,merely technical logistical feat,2
203820,logistical,2
203828,milestone,2
203829,overall effect completely inane one would mighty bored even think staying say ten make three minutes,2
203837,would mighty bored even think staying say ten make three minutes,2
203843,bored even think staying say ten make three minutes,2
203848,think staying say ten,2
203860,make three minutes,2
203867,ounce honesty,2
203877,solidly seaworthy,2
203879,seaworthy,2
203880,high crimes generic would universal product code instead title,2
203895,product code,2
203898,instead title,2
203907,comedic dateflick,2
203908,dateflick,2
203918,action pictures,2
203921,one formulaic seems auto pilot,2
203922,formulaic seems auto pilot,2
203932,full profound real life moments anyone relate deserves wide audience,2
203933,full profound real life moments anyone relate,2
203934,full profound real life moments,2
203949,gorgeous somnolent show splendidly mummified thoroughly unsurprising,2
203950,gorgeous somnolent show splendidly mummified thoroughly,2
203955,somnolent,2
203960,mummified thoroughly,2
203965,haneke challenges us confront reality sexual aberration,2
203968,us confront reality sexual aberration,2
203972,reality sexual aberration,2
203975,aberration,2
203976,laser projected paintings provide spell casting beauty russell dreyfus romantic pairing hearts preciously exposed history corners,2
203977,laser projected paintings provide spell casting beauty,2
203980,laser projected,2
203982,provide spell casting beauty,2
203985,spell casting,2
203990,russell dreyfus,2
203993,dreyfus,2
204002,preciously,2
204015,whether kiss future cult classic destined completely forgotten,2
204016,kiss future cult classic destined completely forgotten,2
204017,future cult classic destined completely forgotten,2
204023,destined completely forgotten,2
204030,risk takers crowd check form opinion,2
204031,risk takers crowd,2
204041,form opinion,2
204050,real people gives us rare glimpse culture us n know,2
204055,gives us rare glimpse,2
204060,us n know,2
204073,veritable,2
204076,sincere passion,2
204082,orbits around,2
204084,cho fearless picking apart human foibles afraid lay life bare front audience,2
204091,picking apart,2
204092,human foibles afraid lay life bare front audience,2
204093,human foibles afraid,2
204099,life bare front audience,2
204101,bare front audience,2
204107,office work really,2
204112,alienating bartleby effectively makes,2
204119,effectively makes,2
204125,perplexing example promise,2
204130,despite many charming moments,2
204131,many charming moments,2
204132,charming moments,2
204137,nervous film,2
204141,give mild headache exhilarate,2
204158,plays like extended episode touched angel little much dancing many weeping scenes,2
204159,plays like extended episode touched angel,2
204160,like extended episode touched angel,2
204161,extended episode touched angel,2
204172,little much dancing many weeping,2
204176,much dancing,2
204180,weeping,2
204183,heart spirit,2
204185,like dickens passages mcgrath crafts quite moving scenes throughout resolutely dramatic variation novel,2
204186,like dickens passages,2
204187,dickens passages,2
204197,crafts quite moving scenes,2
204198,crafts,2
204199,quite moving scenes,2
204200,quite moving,2
204201,throughout resolutely dramatic variation novel,2
204202,resolutely dramatic variation novel,2
204205,resolutely dramatic,2
204209,though become almost redundant say major kudos go leigh actually casting people look working class,2
204210,though become almost redundant say,2
204214,almost redundant say,2
204215,redundant say,2
204221,major kudos,2
204229,casting people look working class,2
204230,people look working class,2
204233,nervy sensitive taps genuine artistic befuddlement time presents scathing indictment drives hollywood,2
204234,nervy sensitive,2
204240,taps genuine artistic befuddlement time,2
204242,genuine artistic befuddlement time,2
204245,artistic befuddlement,2
204246,befuddlement,2
204248,presents scathing indictment drives hollywood,2
204249,scathing indictment drives hollywood,2
204257,harsh effective documentary life,2
204258,harsh effective documentary,2
204265,israeli occupied,2
204266,palestinian territories,2
204268,territories,2
204269,marvel like none seen,2
204271,like none seen,2
204272,like none,2
204275,get past fantastical aspects harsh realities isle get sock eye flick visual tour de force story unlike likely see anywhere else,2
204280,past fantastical aspects harsh realities isle,2
204281,past fantastical aspects harsh realities,2
204282,fantastical aspects harsh realities,2
204283,fantastical aspects harsh,2
204287,fantastical,2
204295,sock eye flick visual tour de force story unlike likely see anywhere else,2
204298,sock eye,2
204305,story unlike likely see anywhere else,2
204312,see anywhere else,2
204313,terrific bewilderingly underrated campbell scott gives star performance nothing short mesmerizing,2
204321,campbell scott gives star performance nothing short mesmerizing,2
204323,gives star performance nothing short mesmerizing,2
204324,gives star,2
204326,performance nothing short mesmerizing,2
204334,stunning overwhelmingly cogent case kissinger calculating war,2
204337,stunning overwhelmingly cogent,2
204339,overwhelmingly cogent,2
204346,end white oleander n adaptation novel,2
204353,adaptation novel,2
204356,much funny aggressively sitcom cute full throwaway one liners quite jokes determined tv amiability allen personifies,2
204359,funny aggressively sitcom cute,2
204362,sitcom cute,2
204376,quite jokes,2
204380,tv amiability,2
204381,amiability,2
204384,personifies,2
204385,special effects brilliantly bold colors heightened reality ca n hide giant achilles heel stuart little story folks,2
204386,special effects brilliantly bold colors heightened reality,2
204391,brilliantly bold colors,2
204393,heightened reality,2
204396,hide giant achilles heel stuart little story folks,2
204398,giant achilles heel stuart little story folks,2
204405,achilles,2
204406,heel stuart little,2
204407,heel,2
204427,funny even adults,2
204428,even adults,2
204430,talented clever robert rodriguez perhaps put little much heart first film n reserve enough second,2
204433,talented clever,2
204436,perhaps put little much heart first film n reserve enough second,2
204441,put little much heart,2
204444,much heart,2
204446,n reserve enough second,2
204447,reserve enough second,2
204448,reserve enough,2
204449,reserve,2
204452,movie lots dancing fabulous music,2
204471,smith point,2
204475,people homes extensions particularly eccentric people particularly eccentric living spaces,2
204479,people homes,2
204484,particularly eccentric people particularly eccentric living spaces,2
204485,particularly eccentric people,2
204486,particularly eccentric,2
204489,living spaces,2
204490,subjects charmers,2
204498,contains thrilling moments,2
204500,workshop mentality prevails,2
204506,perry fists bull moore farm matter time gets upper hand matters heart,2
204510,fists bull moore farm,2
204511,fists,2
204512,bull moore farm,2
204528,upper hand matters heart,2
204535,sushi connoisseurs,2
204536,sushi,2
204547,lauren ambrose,2
204548,lauren,2
204550,comes alive attention two strangers town,2
204551,alive attention two strangers town,2
204556,two strangers,2
204558,honest performances realistic interaction characters coming age story twist,2
204563,realistic interaction characters,2
204564,realistic interaction,2
204579,beyond surfaces characters,2
204580,surfaces characters,2
204586,prevents nettelbeck film,2
204587,nettelbeck film,2
204596,ingenious entertainment,2
204597,wet blue crush highly enjoyable,2
204605,lrb anderson rrb uses hit miss aesthetic hits often enough keep film entertaining even none makes lick sense,2
204606,lrb anderson rrb,2
204607,anderson rrb,2
204610,hit miss aesthetic hits often enough keep film entertaining even none makes lick sense,2
204617,hits often enough,2
204621,film entertaining even none makes lick sense,2
204622,entertaining even none makes lick sense,2
204623,even none makes lick sense,2
204627,makes lick sense,2
204628,lick sense,2
204630,hard raunchy college humor ticket right,2
204638,college humor,2
204649,n seen big screen story americans human beings know,2
204671,even rare occasions narrator stops yammering miller hand often feels unsure,2
204672,even rare occasions narrator stops yammering,2
204677,occasions,2
204682,stops yammering,2
204683,yammering,2
204686,miller hand,2
204688,often feels unsure,2
204692,action setups incoherent,2
204700,incendiary deeply thought provoking look one peculiar lrb peculiarly venomous rrb bigotries increasingly frightening theocracy,2
204701,incendiary deeply thought provoking look one,2
204706,deeply thought provoking,2
204714,lrb peculiarly venomous rrb bigotries,2
204715,lrb peculiarly venomous rrb,2
204716,lrb peculiarly venomous,2
204717,peculiarly venomous,2
204719,venomous,2
204720,bigotries,2
204724,increasingly frightening,2
204725,theocracy,2
204726,though certainly original form altar boys requires taste swamp thing type animation doubled deafening score,2
204727,though certainly original form,2
204728,certainly original form,2
204729,original form,2
204737,taste swamp thing type animation doubled deafening score,2
204742,swamp,2
204743,thing type animation,2
204744,thing type,2
204745,doubled deafening score,2
204746,doubled,2
204751,screenwriters scott abbott michael petroni turned rice complex akasha cartoon monster,2
204752,screenwriters scott abbott michael petroni,2
204753,scott abbott michael petroni,2
204754,abbott michael petroni,2
204758,petroni,2
204762,turned rice complex akasha,2
204763,rice complex akasha,2
204765,complex akasha,2
204766,akasha,2
204776,setting fire parking lot,2
204790,wink,2
204794,others without becoming postmodern joke made creepy men sardine warped,2
204795,without becoming postmodern joke made creepy men sardine warped,2
204796,becoming postmodern joke made creepy men sardine warped,2
204797,postmodern joke made creepy men sardine warped,2
204802,made creepy men sardine warped,2
204803,made creepy,2
204815,despite relentless vim winsome facial symmetry witherspoon dialed america sweetheart,2
204816,despite relentless vim winsome facial symmetry,2
204817,relentless vim winsome facial symmetry,2
204821,vim,2
204822,winsome facial symmetry,2
204823,winsome,2
204824,facial symmetry,2
204837,quick wants see comedy shoddy airport security,2
204844,comedy shoddy airport security,2
204847,airport security,2
204848,airport,2
204849,security,2
204869,psyches,2
204870,subtle undercurrents danger,2
204873,undercurrents,2
204882,see hollywood suits trying put together cast filmmaking team inevitable american remake,2
204883,hollywood suits trying put together cast filmmaking team inevitable american remake,2
204889,trying put together cast filmmaking team inevitable american remake,2
204894,filmmaking team inevitable american remake,2
204895,team inevitable american remake,2
204901,inevitable american remake,2
204902,american remake,2
204903,voices fine well,2
204907,plot grinds yawn provoking dullness,2
204933,complain time,2
204938,ideas repeated films,2
204947,bourne identity proves fresh take always possible,2
204948,proves fresh take always possible,2
204953,always possible,2
204960,denis neill script,2
204961,denis neill,2
204964,avoids prime sports cliche last second goal win championship,2
204965,prime sports cliche last second goal win championship,2
204969,sports cliche,2
204972,last second,2
204973,goal win championship,2
204987,difficult get beyond overall blandness american chai,2
204989,get beyond overall blandness american chai,2
204990,beyond overall blandness american chai,2
204991,overall blandness american chai,2
204998,despite likable performances refreshingly naive point view,2
204999,likable performances refreshingly naive point view,2
205003,refreshingly naive point view,2
205004,refreshingly naive point,2
205005,refreshingly naive,2
205007,marvelous merry yes melancholy film,2
205012,merry yes,2
205015,melancholy film,2
205016,although jackson doubtless reserving darkest hours return king long greater sense urgency two towers,2
205017,although jackson doubtless reserving darkest hours return king,2
205018,jackson doubtless reserving darkest hours return king,2
205019,doubtless reserving darkest hours return king,2
205021,reserving darkest hours return king,2
205022,reserving,2
205023,darkest hours return king,2
205035,long greater sense urgency two,2
205057,emerge unscathed,2
205059,fictional footage unconvincing criminally badly acted,2
205066,criminally badly acted,2
205067,badly acted,2
205070,faithful doldrums quite urban,2
205079,quite suburban milieu viewers recoiling reality,2
205080,quite suburban,2
205081,milieu viewers recoiling reality,2
205086,recoiling reality,2
205087,recoiling,2
205092,simplistic fluff ball,2
205093,fluff ball,2
205095,feels formulaic familiar produce transgressive thrills early underground work,2
205096,feels formulaic familiar produce transgressive,2
205097,formulaic familiar produce transgressive,2
205110,underground work,2
205119,one thing worse kevin spacey trying irish accent,2
205120,one thing worse,2
205123,kevin spacey,2
205125,trying irish accent,2
205133,linda fiorentino thing,2
205134,linda fiorentino,2
205135,linda,2
205136,fiorentino,2
205138,hardly masterpiece introduces viewers good charitable enterprise interesting real people,2
205145,introduces viewers,2
205151,charitable enterprise,2
205154,new movies bright sheen,2
205161,monster combat thriller impersonal relentlessness videogame series inspired,2
205166,thriller impersonal relentlessness,2
205177,videogame,2
205178,makmalbaf follows resolutely realistic path uncompromising insight harsh existence kurdish refugees iran borderlands,2
205179,makmalbaf,2
205182,follows resolutely realistic path uncompromising insight,2
205184,resolutely realistic path uncompromising insight,2
205187,resolutely realistic,2
205199,kurdish,2
205203,borderlands,2
205204,film snags stumblings compensated wryly subversive tone,2
205205,film snags stumblings,2
205206,snags stumblings,2
205209,stumblings,2
205220,subversive tone,2
205221,overblown clunker full bad jokes howling cliches numbers action sequences,2
205222,overblown clunker full bad jokes howling cliches numbers action,2
205225,full bad jokes howling cliches numbers action,2
205232,howling cliches,2
205234,numbers action,2
205236,movie fails live sum parts,2
205243,though perry hurley make inspiring efforts breathe life disjointed haphazard script jay scherick david ronn neither actors director reginald hudlin make fitfully entertaining,2
205244,though perry hurley make inspiring efforts breathe life disjointed haphazard script jay scherick david ronn,2
205245,perry hurley make inspiring efforts breathe life disjointed haphazard script jay scherick david ronn,2
205246,perry hurley,2
205249,make inspiring efforts breathe life disjointed haphazard script jay scherick david ronn,2
205250,make inspiring efforts,2
205251,inspiring efforts,2
205254,breathe life disjointed haphazard script,2
205267,scherick,2
205268,david ronn,2
205269,ronn,2
205272,neither actors director reginald hudlin,2
205273,actors director reginald hudlin,2
205275,director reginald hudlin,2
205276,reginald hudlin,2
205308,book beloved film,2
205313,reason keep seeing movie roughly people every year many us keep going embarrassment stupidity warning anyone,2
205314,reason keep seeing movie roughly people every year,2
205317,seeing movie roughly people every year,2
205321,roughly people,2
205325,every year,2
205335,keep going,2
205345,ms jovovich sanctified heroine look radiant grimly purposeful mildly alarmed forcing open doors wielding wrenches fleeing monsters,2
205351,jovovich,2
205355,sanctified,2
205362,look radiant grimly purposeful mildly alarmed,2
205363,radiant grimly purposeful mildly alarmed,2
205368,grimly purposeful,2
205370,mildly alarmed,2
205371,alarmed,2
205379,open doors,2
205381,wielding wrenches,2
205382,wielding,2
205383,wrenches,2
205384,fleeing monsters,2
205386,julia played exasperating blandness laura regan,2
205393,exasperating blandness,2
205398,regan,2
205399,given movies expect us root convicted violent felons assigned protect us need every bit sympathy cons muster time n much,2
205400,given movies expect us root convicted violent felons assigned protect us,2
205404,expect us root convicted violent felons assigned protect us,2
205405,us root convicted violent felons assigned protect us,2
205410,convicted violent felons,2
205411,convicted,2
205412,violent felons,2
205413,felons,2
205427,every bit sympathy cons muster time n much,2
205430,every bit sympathy,2
205432,cons muster,2
205437,time n much,2
205447,may never become filmmaker dad heck,2
205448,become filmmaker dad heck,2
205449,filmmaker dad heck,2
205450,dad heck,2
205459,well made thriller certain level,2
205469,non reactionary,2
205477,filmmakers n sure wanted story go,2
205478,n sure wanted story go,2
205479,n sure,2
205486,even clear lack skills get us undetermined destination,2
205487,even clear,2
205492,skills get us undetermined destination,2
205497,get us,2
205501,undetermined,2
205506,pr hype,2
205507,pr,2
205517,every animated film disney become classic forgive come expect studio minute school cartoon,2
205518,every animated film disney,2
205525,become classic forgive,2
205544,school cartoon,2
205547,witness several greek american weddings happily victim none testify comparative accuracy ms vardalos memories insights,2
205550,witness several greek american weddings happily,2
205558,greek american weddings,2
205559,greek american,2
205562,victim none,2
205570,testify,2
205575,comparative,2
205578,ms vardalos,2
205579,memories insights,2
205581,cop story understands medium amazingly well,2
205582,cop story understands medium,2
205598,scale building,2
205600,like super hero,2
205606,stealth,2
205614,points originality wit intelligence,2
205634,movie n good job conveying issue hand,2
205635,n good job conveying issue hand,2
205640,conveying issue hand,2
205641,conveying issue,2
205649,transcends jokester status,2
205650,jokester status,2
205652,punchline n live barry dead eyed perfectly chilled delivery,2
205655,n live barry dead eyed perfectly chilled delivery,2
205656,live barry dead eyed perfectly chilled delivery,2
205660,dead eyed perfectly chilled delivery,2
205661,dead eyed perfectly chilled,2
205662,dead eyed,2
205667,secret ballot contemplative really funny,2
205680,year thought provoking film,2
205683,foster nails role giving tight focused performance illuminated shards feeling,2
205689,giving tight focused performance illuminated shards feeling,2
205690,tight focused performance illuminated shards feeling,2
205693,tight focused,2
205695,illuminated shards feeling,2
205699,shards,2
205700,ah yes music,2
205712,change america full necessary discussion points accessible makes complex politics understandable viewers looking nothing energetic entertainment,2
205726,discussion points,2
205735,makes complex politics,2
205736,complex politics,2
205737,understandable viewers looking nothing energetic entertainment,2
205743,looking nothing,2
205745,energetic entertainment,2
205746,begins seemingly brainless bubbly romantic comedy becomes cliche drenched melodrama mid film film end feminist action fantasy,2
205755,bubbly romantic comedy,2
205759,becomes cliche drenched melodrama,2
205762,cliche drenched,2
205765,mid film film end,2
205775,benigni lrb stars co wrote rrb seems wonderful time might alone,2
205778,benigni lrb stars co wrote rrb,2
205779,lrb stars co wrote rrb,2
205780,stars co wrote rrb,2
205784,seems wonderful time,2
205796,lrb rrb superbly controlled passionate adaptation graham greene novel,2
205797,superbly controlled passionate adaptation graham greene novel,2
205801,passionate adaptation graham greene novel,2
205802,passionate adaptation,2
205811,rather quickly film falls soothing formula brotherly conflict reconciliation,2
205812,rather quickly,2
205824,brotherly,2
205825,conflict reconciliation,2
205841,timeless quality,2
205843,measured pace lack dramatic inflection also seem tedious,2
205844,measured pace lack dramatic inflection,2
205851,inflection,2
205852,also seem tedious,2
205854,seem tedious,2
205863,stiff tv style animation,2
205864,tv style animation,2
205865,tv style,2
205866,snazzy looking digital effects little disguise fact characters barely move,2
205867,snazzy looking digital effects,2
205868,snazzy looking,2
205877,barely move,2
205883,like waiting whole life movie,2
205888,waiting whole life,2
205894,wait sequel,2
205901,gets get peculiar premise promise,2
205912,al pacino loathing robin williams,2
205913,pacino loathing robin williams,2
205914,loathing robin williams,2
205915,loathing,2
